;price;odometer
2062;26990;47810
2063;2995;128000
2064;19298;105334
2065;12995;79002
2066;10995;124000
2067;3995;122000
2068;3995;119500
2069;6995;152500
2070;1750;176500
2071;1800;139500
2072;1200;93000
2073;14990;53366
2074;0;97512
2075;19990;58558
2076;20990;113648
2077;25990;115954
2078;18990;93514
2079;25990;160025
2080;16490;61030
2081;17990;160685
2082;39990;89844
2083;17990;152215
2084;24990;114432
2085;14990;85704
2086;20990;63887
2087;12990;168894
2088;15990;62641
2089;18990;102545
2090;36490;28001
2091;17490;76654
2092;15990;106683
2093;20990;29116
2094;16990;132405
2095;14990;219189
2096;31990;116521
2097;10999;121000
2098;13998;170397
2099;54990;128015
2100;29490;54185
2102;3000;149000
2103;11998;98336
2104;10995;133982
2105;9985;139638
2106;9999;89349
2107;15499;134000
2108;9999;170000
2109;5499;75000
2110;7999;99000
2111;10799;74000
2112;12999;109000
2113;6499;112000
2114;8999;124000
2115;9499;102000
2116;9999;131000
2117;11999;93720
2118;8999;73000
2119;4999;140000
2120;7899;127000
2121;13999;99000
2122;10499;100000
2123;5999;129000
2124;36990;21534
2125;10499;106000
2126;5899;93000
2127;9999;143000
2128;12995;91000
2129;16800;120875
2130;5995;128000
2131;6875;77000
2132;6995;121000
2133;7995;66000
2134;5995;138000
2135;10975;111000
2136;14995;119000
2137;4995;149000
2138;5995;125000
2139;7700;93000
2140;4875;91000
2141;11995;64331
2142;3985;134989
2143;4995;120235
2144;14995;143000
2145;14495;102247
2146;24995;209286
2147;17995;100502
2149;8995;147000
2150;8995;145985
2151;29990;26001
2152;3750;69100
2153;24990;22213
2154;3995;93000
2155;38990;84651
2156;5475;133223
2157;11985;151956
2158;5985;71556
2160;17995;120288
2161;7995;101000
2162;3995;117000
2163;5995;133000
2164;4995;124000
2165;4995;81000
2166;3400;155000
2167;3950;311000
2168;9985;132713
2169;28777;89044
2170;10995;133000
2172;10995;54000
2173;6999;135000
2174;4395;106000
2175;19995;144000
2176;7895;143180
2177;8795;153303
2178;12995;95000
2179;19995;101000
2180;15995;137000
2181;25995;73000
2184;4895;105547
2185;6985;60397
2187;6295;141
2189;6750;106095
2190;8985;156044
2191;6985;110920
2192;3995;138296
2193;9795;129134
2194;11985;124182
2195;6985;125617
2196;7995;102991
2197;6500;101595
2198;8985;30336
2199;19995;58755
2200;6995;128559
2201;3995;191055
2202;12995;96541
2204;3995;184793
2205;4995;138957
2206;10995;149993
2207;5995;118142
2208;21995;127808
2209;3995;165709
2210;4596;124946
2211;6596;129636
2212;5996;74196
2213;17500;55000
2215;32000;18750
2216;10998;91542
2217;46000;102000
2218;6998;138085
2220;11998;40063
2221;12498;125991
2222;3998;131460
2223;22498;134386
2224;7998;161583
2225;2498;225981
2226;7998;113982
2227;13998;125624
2228;3998;30805
2229;7498;157832
2230;6498;172118
2231;14498;122916
2232;10498;95307
2233;14498;122916
2234;4998;87820
2235;9498;133841
2236;8998;113019
2237;22498;52511
2238;13998;97207
2239;17998;144312
2240;9998;15549
2241;7998;72401
2242;6998;114036
2243;13498;149442
2244;11298;119644
2245;9998;144698
2246;6498;131036
2247;11998;97968
2248;5498;156611
2249;1998;193814
2250;11498;157576
2251;10498;147117
2252;12998;173268
2253;5998;167984
2255;12998;106555
2256;20498;89419
2257;13998;92453
2258;8998;120067
2259;9998;125097
2260;5498;181317
2261;5498;112811
2262;12998;96164
2263;3498;194318
2264;6498;137251
2265;22998;150938
2266;5998;99228
2267;10498;51691
2268;7998;70425
2269;7998;57157
2270;24498;44530
2271;7998;139477
2272;4498;136245
2273;11998;128230
2274;9998;138925
2275;12998;126729
2276;16798;91736
2277;7998;107942
2278;14498;152437
2279;10498;175232
2280;7998;54693
2281;7498;50262
2282;16998;144387
2283;9805;122604
2284;12998;95491
2285;12998;106161
2286;5998;100159
2287;8498;93827
2288;8998;126270
2289;6498;104531
2290;9998;161942
2291;12498;115685
2292;5998;156861
2293;9998;125340
2294;14998;130058
2295;17998;109811
2296;4498;149673
2297;6998;144814
2299;15998;27201
2300;13998;61958
2301;5998;163734
2302;7498;154109
2303;6998;113013
2304;7998;118465
2306;11900;145454
2307;3999;134211
2308;5000;92300
2309;2700;144555
2311;5600;161000
2312;20495;31580
2313;19495;28590
2314;21495;42513
2316;21995;35571
2317;19495;43038
2319;5000;111000
2326;3999;154600
2330;24000;55000
2331;600;128000
2332;0;30285
2335;39990;41728
2336;0;112000
2337;25995;90167
2338;4500;172300
2339;2900;115000
2340;3500;135000
2341;12500;130000
2342;11500;82600
2347;14995;134435
2348;5700;150122
2349;4500;131341
2350;5400;149607
2351;9500;159000
2353;5900;142663
2354;5400;125047
2355;5800;146000
2356;3999;144000
2357;23900;31000
2358;0;94197
2359;20990;191744
2360;22990;32125
2361;24990;23160
2362;42990;89708
2363;9995;189000
2364;18995;57566
2365;9995;88000
2367;1950;136800
2369;15000;150000
2370;5900;141942
2371;12995;147534
2372;9999;143000
2373;8500;62000
2374;850;213000
2375;2800;158000
2376;11995;131000
2377;7950;130008
2378;8995;137000
2379;25000;46000
2381;9950;105967
2384;6499;80277
2386;9500;67121
2387;59000;16500
2388;41000;17588
2391;6995;123203
2392;1600;156600
2394;0;81212
2395;21900;48323
2396;25995;121000
2398;3950;182158
2399;7995;139072
2400;13495;122030
2401;2500;176000
2402;10995;173977
2404;44990;22425
2405;0;59454
2406;0;55862
2407;46990;34225
2408;6995;171000
2411;8995;136000
2412;9995;194977
2413;2995;124000
2415;6500;51000
2417;27944;43514
2420;12944;141206
2424;3500;150111
2425;5899;93000
2426;10499;106000
2427;5999;129000
2428;10499;100000
2429;13999;99000
2430;7899;127000
2431;4999;140000
2432;35944;117601
2435;8999;73000
2436;11999;93720
2437;9999;131000
2438;9499;102000
2439;8999;124000
2440;6499;112000
2441;4500;178574
2442;12999;109000
2443;34944;89468
2446;10799;74000
2447;7999;99000
2448;5499;75000
2449;9999;170000
2450;15499;134000
2451;4900;162000
2452;7995;1640
2453;29900;83000
2454;6995;108139
2455;23944;84075
2458;27944;100643
2461;28944;110872
2464;39944;73326
2467;9995;32374
2468;26944;56169
2473;7995;118274
2474;6995;136774
2475;9995;167355
2476;30000;161000
2477;7995;138197
2478;6995;147187
2479;5995;144911
2480;7995;111162
2481;21500;47000
2482;10995;136876
2483;4000;200000
2484;4996;104200
2485;19995;116775
2486;8995;130597
2487;6596;129636
2488;8996;179931
2489;5996;74196
2491;11996;91896
2492;3896;92408
2493;6596;96078
2494;6396;147351
2495;1950;183000
2496;2000;115000
2497;1000;202000
2498;14998;130630
2499;17998;31557
2500;17998;96998
2501;13998;24870
2502;7950;152788
2503;12998;100929
2504;32998;18562
2505;13998;24365
2506;16598;28024
2507;23998;48400
2508;12998;57078
2509;7998;117369
2510;8998;128188
2511;6998;101669
2512;16998;74097
2513;13998;24849
2514;20998;83313
2515;10998;84894
2516;6000;143000
2517;12998;96035
2518;18998;79284
2519;24998;34900
2520;7998;62445
2521;15998;83736
2522;30998;16556
2523;39998;60283
2524;5995;79532
2525;31598;29958
2526;21998;27549
2527;20998;52822
2528;19998;88901
2529;13995;83820
2532;31598;10530
2533;16998;47081
2534;14998;5
2535;13998;94770
2536;8998;72304
2537;14998;5
2538;19598;37589
2539;21998;27549
2540;18598;35314
2541;15998;47081
2542;31998;12390
2543;26998;42258
2545;18998;117350
2546;16995;107107
2549;30998;66337
2550;32995;37805
2553;23998;36039
2554;18999;35045
2555;12995;114914
2558;18995;78905
2561;16995;71640
2564;44995;26135
2567;39998;8854
2568;6995;111019
2571;15998;23790
2572;32998;1296
2573;14998;74482
2574;24998;13625
2575;11598;64274
2576;16998;99442
2577;21998;42211
2578;18598;35314
2579;21998;17074
2580;18598;35314
2581;21998;36647
2582;16998;20951
2583;23998;48400
2584;8995;107413
2585;24998;32348
2586;13998;24365
2587;18998;80882
2588;21998;33558
2589;3398;158739
2590;14998;4358
2591;14998;2949
2592;5998;152963
2593;17998;60098
2594;14998;2949
2595;14998;4358
2597;6985;66410
2598;8995;41541
2601;5695;91000
2607;8995;156000
2608;4000;172000
2610;3995;158000
2611;5995;149000
2612;30990;23523
2614;4395;118000
2615;8500;98229
2616;19998;48371
2617;10995;101200
2618;12500;30000
2619;0;154505
2624;2000;200000
2626;0;71970
2627;29990;70985
2628;29990;90332
2629;4000;170000
2630;25495;10200
2631;22495;23000
2632;24495;13000
2633;1000;160000
2634;15995;30275
2635;2650;165000
2636;19995;21600
2637;4400;152347
2638;14995;110399
2639;20995;20000
2640;5000;200000
2641;17495;37000
2642;5335;152654
2643;6900;168017
2644;3500;211652
2645;3695;117500
2646;3995;181000
2647;900;195000
2648;6875;77000
2649;6995;121000
2650;7995;66000
2652;4995;149000
2653;5995;125000
2654;4875;91000
2655;3900;140500
2656;15999;85000
2657;8596;90439
2658;6596;91832
2659;6596;96078
2660;5996;74196
2661;4596;182452
2662;3996;205886
2663;6596;129636
2664;8996;179931
2665;6396;147351
2666;3995;165770
2667;3995;93000
2668;7995;101000
2669;3995;117000
2670;9999;89349
2671;10999;121000
2672;20900;41546
2673;19995;99764
2674;3995;231000
2675;11995;183681
2676;5995;133000
2677;4500;121000
2678;5500;142038
2679;18995;37633
2680;16695;25484
2681;500;244000
2682;18995;130971
2683;13995;116783
2685;16995;55531
2686;1;225780
2687;21995;87147
2688;17995;13716
2689;11495;57846
2690;14995;139000
2691;13995;137000
2692;7995;103000
2693;33995;63000
2695;9995;141000
2696;12995;117000
2697;6900;107000
2699;4995;124000
2700;4995;81000
2701;3750;228000
2702;4995;111000
2703;0;82993
2705;17495;114912
2710;21658;96378
2716;46990;49618
2719;1995;125339
2720;0;185719
2721;10495;163726
2722;0;57808
2724;34990;89813
2725;0;41588
2726;2700;325000
2727;5495;116000
2733;34990;62890
2734;7995;160000
2735;13995;56000
2736;9995;132000
2738;7995;107934
2739;33995;34800
2741;2900;81403
2742;10900;131000
2743;4500;117000
2744;18900;37000
2745;650;180000
2749;8495;101139
2752;20995;106253
2753;22995;63778
2754;7995;162551
2755;14995;19224
2757;4995;116952
2758;3995;179642
2759;7995;106757
2760;13995;204229
2761;11995;146216
2762;11995;66164
2763;12900;50000
2764;6875;77000
2765;4900;140000
2766;999;175753
2768;5500;75000
2769;11900;141000
2770;15600;31421
2771;2900;114000
2773;3495;163870
2774;26777;131152
2780;9850;43941
2781;15900;166000
2782;10000;70703
2783;7899;127000
2784;16900;114000
2785;36990;137368
2786;6990;191252
2787;0;96854
2788;28990;80361
2789;5660;97906
2790;32990;122195
2791;4750;185000
2792;12995;79002
2794;1250;152000
2795;4000;159560
2796;7500;5
2797;11998;40063
2798;12498;125991
2799;3998;131460
2800;15499;134000
2801;5200;230000
2802;5499;75000
2803;7999;99000
2804;10799;74000
2805;24490;136940
2806;12999;109000
2807;6499;112000
2808;8999;124000
2809;9499;102000
2810;21999;95000
2811;9999;131000
2812;11999;93720
2813;8999;73000
2814;4999;140000
2815;4995;103411
2816;10499;100000
2817;5999;129000
2818;10499;106000
2819;5899;93000
2820;22499;87587
2821;4900;140450
2822;0;137506
2823;59990;15101
2824;29993;31990
2825;28990;136045
2826;19990;118774
2827;59990;23101
2828;27490;84012
2829;22990;38100
2830;24990;51806
2831;37990;80346
2832;34990;24122
2833;19990;81207
2834;17990;62150
2835;16990;108114
2836;25990;89499
2837;18990;101694
2838;20490;81337
2839;34990;25400
2840;22490;143939
2841;23990;84740
2842;35990;37547
2843;13990;205944
2844;22490;118818
2845;19990;64474
2846;13998;170397
2847;2498;225981
2848;20862;57554
2849;26990;91853
2850;28990;116856
2851;18990;118174
2852;19990;62105
2853;24990;63656
2854;39990;17795
2855;19990;48426
2856;7998;113982
2857;12900;113987
2858;29990;58000
2859;34990;67600
2860;19990;54876
2861;19990;100286
2862;13998;125624
2863;3998;30805
2864;7498;157832
2866;6995;171335
2867;22498;134386
2868;7998;161583
2869;10998;63541
2870;13498;117675
2871;11740;52249
2872;9998;112675
2873;19298;105334
2874;6498;172118
2875;14498;122916
2876;10498;95307
2877;14498;122916
2878;4998;87820
2879;11295;83383
2880;9498;133841
2881;8998;113019
2882;22498;52511
2883;13998;97207
2884;17998;144312
2885;9998;15549
2886;7998;72401
2887;6998;114036
2888;13498;149442
2889;11298;119644
2890;9998;144698
2891;6498;131036
2892;11998;97968
2893;5498;156611
2894;1998;193814
2895;11498;157576
2896;10498;147117
2897;12998;173268
2898;5998;167984
2899;12998;106555
2900;15495;93222
2901;20498;89419
2902;13998;92453
2903;8998;120067
2904;9998;125097
2905;5498;181317
2906;0;121557
2907;5498;112811
2908;12998;96164
2909;10000;185057
2910;3498;194318
2911;6498;137251
2912;22998;150938
2913;5998;99228
2914;10498;51691
2915;7998;70425
2916;7998;57157
2917;24498;44530
2918;7998;139477
2919;4498;136245
2920;11998;128230
2921;9998;138925
2922;12998;126729
2923;16798;91736
2924;4250;104200
2925;0;56515
2926;7998;107942
2927;14498;152437
2928;10498;175232
2929;11995;190865
2930;7998;54693
2931;7498;50262
2932;16998;144387
2933;12998;95491
2934;12998;106161
2935;5998;100159
2936;8498;93827
2937;8998;126270
2938;6498;104531
2939;9998;161942
2940;12498;115685
2941;0;21421
2942;5998;156861
2943;9998;125340
2944;14998;130058
2945;17998;109811
2946;10750;195048
2947;4498;149673
2948;6998;144814
2949;15998;27201
2950;13998;61958
2951;9695;117402
2952;5998;163734
2953;7498;154109
2954;6998;113013
2955;7998;118465
2956;14995;51047
2957;6995;109000
2958;6295;119139
2959;9995;106152
2960;26999;55340
2961;46999;79937
2962;52499;40573
2963;29999;28617
2964;0;60725
2965;7450;63338
2966;0;94965
2967;0;43046
2969;19900;61000
2970;5300;135387
2971;24900;39274
2973;3900;140132
2974;25990;40000
2975;7995;57
2976;16520;48336
2977;23936;18905
2978;25999;140000
2979;3800;59000
2980;17995;42784
2981;16995;126959
2982;11500;177000
2983;5900;11200
2984;10995;178600
2985;0;40193
2987;5995;196225
2988;0;74999
2989;10995;86182
2990;14995;26413
2992;7500;131000
2993;0;134714
2994;0;133094
2995;4495;140874
2996;0;147780
2997;0;123250
2998;4995;26842
2999;0;178312
3000;0;165582
3001;0;63896
3002;0;159408
3003;11990;168501
3006;6200;100797
3007;8995;69334
3008;29990;28536
3009;7995;115501
3010;8595;86564
3011;24990;57334
3012;27900;14000
3013;0;83248
3014;3800;147000
3015;5995;161000
3016;8250;97000
3017;10000;62000
3018;6500;256000
3019;13500;110121
3021;24900;18700
3022;21995;74000
3023;1500;230000
3024;14998;2949
3025;4995;173329
3026;3995;165709
3027;13995;104355
3028;6995;118142
3029;14995;141556
3030;21995;127808
3031;5100;79395
3032;5995;140210
3033;5995;94432
3034;4995;138957
3035;10995;149993
3036;3000;251000
3037;13500;87000
3038;0;4358
3039;0;158739
3040;4999;194000
3042;8900;75114
3043;13427;93386
3044;17975;102836
3045;32898;112168
3046;14704;63725
3047;11986;112531
3048;28864;85791
3049;15268;86000
3050;19686;111850
3051;16772;97000
3052;24261;55824
3053;12464;28795
3054;12355;100585
3055;14989;104000
3056;6998;133149
3057;9284;122000
3059;22855;99088
3060;29989;69823
3061;21997;56517
3062;10995;81358
3063;14995;107311
3064;17964;51000
3065;35988;75077
3066;37735;88626
3067;13495;107891
3068;21429;100393
3069;22124;102000
3070;17995;108377
3071;16656;97236
3073;14998;4358
3074;5995;194230
3075;0;2949
3076;17998;60098
3077;5998;152963
3078;5998;152963
3079;36995;52776
3080;21998;33558
3081;18998;80882
3082;6998;103675
3083;13998;24365
3084;24998;32348
3085;23998;48400
3086;16998;20951
3087;24598;27305
3088;21998;36647
3089;18598;35314
3091;21998;17074
3092;18598;35314
3093;0;158739
3094;21998;42211
3095;16998;99442
3096;11598;64274
3097;24998;13625
3098;14998;74482
3099;32998;1296
3100;15998;23790
3101;39998;8854
3102;18999;35045
3103;23998;36039
3104;30998;66337
3105;18998;117350
3107;0;37993
3108;26998;42258
3109;31998;12390
3110;15998;47081
3111;18598;35314
3112;21998;27549
3113;19598;37589
3114;14998;5
3115;8998;72304
3116;13998;94770
3117;14998;5
3118;16998;47081
3119;31598;10530
3120;19998;88901
3121;20998;52822
3122;21998;27549
3123;31598;29958
3124;39998;60283
3125;30998;16556
3126;15998;83736
3127;7998;62445
3128;24998;34900
3129;18998;79284
3130;12998;96035
3131;10998;84894
3132;20998;83313
3133;13998;24849
3134;5995;123000
3135;16998;74097
3136;6998;101669
3137;8998;128188
3138;7998;117369
3139;12998;57078
3140;23998;48400
3141;16598;28024
3142;13998;24365
3143;32998;18562
3144;12998;100929
3145;13998;24870
3146;17998;96998
3147;17998;31557
3148;0;128934
3149;14998;130630
3150;4500;135304
3152;8995;103000
3153;19995;57000
3154;5995;104000
3155;24995;85000
3156;13995;139000
3157;17995;117000
3158;359000;18000
3159;10995;103000
3160;14995;127000
3161;10995;93000
3162;7995;119000
3163;5995;69000
3165;12995;69000
3166;15995;95000
3167;13995;89000
3168;7995;111000
3169;15995;79000
3170;7995;79000
3171;31999;15722
3172;4500;90000
3173;21777;113566
3174;33888;116915
3175;34555;126346
3176;1000;202000
3178;21777;97054
3179;11777;53976
3180;27888;107593
3181;29988;98223
3183;16888;168763
3184;24777;98981
3185;29555;91052
3186;37888;116603
3187;6995;79632
3188;38888;143324
3190;800;205000
3191;39990;18295
3192;39990;39698
3193;3500;83000
3194;3400;139400
3195;44990;142858
3196;30000;66258
3199;7995;121356
3201;12500;148707
3203;28900;28000
3204;2150;121000
3205;5500;138000
3206;2000;114000
3207;4600;85000
3208;6995;121000
3210;7995;66000
3211;19000;129000
3212;4500;119000
3214;8500;145505
3215;13000;82299
3217;2000;135025
3218;13850;25321
3219;10000;48649
3220;2999;131900
3221;19995;54354
3222;9495;146000
3223;83000;62500
3224;6000;119000
3227;19995;134965
3228;3495;204000
3229;1650;156254
3230;6995;184000
3231;4995;139000
3232;1000;148293
3233;35000;5550
3235;0;43742
3236;23990;82391
3237;34990;42001
3238;2000;115000
3239;3000;165258
3240;3500;83000
3242;10500;109800
3243;3999;159000
3245;11500;94100
3246;25800;36000
3247;3200;122000
3248;9950;135578
3249;23990;88000
3251;9950;117003
3252;9950;117003
3253;2000;100567
3255;2000;100567
3256;9995;77000
3257;3750;218856
3258;7995;129117
3259;9395;100306
3260;22498;134386
3261;7000;64170
3262;32995;34977
3263;12995;91846
3264;7695;128286
3265;10995;143037
3267;1800;96340
3268;14995;64000
3269;29888;108098
3270;28888;122601
3271;6950;97111
3272;6950;60420
3273;3950;121086
3274;6995;196000
3276;11500;70742
3277;6950;105418
3278;4950;190
3280;10950;97368
3281;41000;17588
3282;59000;16500
3283;9500;67121
3290;29990;77288
3292;0;38867
3294;39900;92786
3296;8995;117957
3299;4500;167000
3300;3500;325000
3301;3500;120000
3302;5899;93000
3304;20500;189000
3305;17900;144911
3306;12995;91000
3307;7150;140000
3308;5995;125000
3309;22944;166943
3312;38944;130123
3315;19944;116901
3318;38944;54684
3321;8995;135392
3323;19944;104453
3326;27944;43514
